Material;Descripción;Centro;Subcategoría;ABC;Logística;CATMAN;Importe Vendido;Importe Año Anterior;Volumen Vendido;Volumen Año Anterior;Stock
CERE0132;CEREAL KELLOGG´S CIRB FKAJES 28/150G;S005;Cereal básico;C;CEDIS;Sandra; $272,16 ; $349,92 ;14;18;6
CERV0023;CERVEZA CLARA HEINEKEN 24/355ML;S005;Cerveza No retornabl;D;PdC;Santiago; $301,72 ; $150,86 ;14;7;2
CERV0040;CERVEZA CLARA TECAT LIGHT LATON 24/473ML;S005;Cerveza No retornabl;D;PdC;Santiago; $277,61 ; $147,42 ;14;9;5
CONG0016;GUARNICION VERDURAS LA HUERTA 500G;S005;Verduras Congeladas;C;PdC;Alma; $532,00 ; $495,00 ;14;15;10
CUIC0036;GEL PARA CABELLO EGO FOR MEN BLACK 12/25;S005;Geles, Ceras y Fijad;D;CEDIS;Sandra; $325,92 ; $248,28 ;14;12;3
CUIC0158;SHAMPOO SAVILE KERATINA 12/750ML;S005;Shampoos;C;CEDIS;Sandra; $502,60 ; $806,88 ;14;24;60
CUIC0160;SHAMPOO SAVILE RESTAURA AGUACA 12/750ML;S005;Shampoos;D;CEDIS;Sandra; $491,40 ; $106,02 ;14;3;57
CUIC0199;SHAMPOO VANART CONTROL CASPA 12/750ML;S005;Shampoos;D;CEDIS;Sandra; $506,94 ; $237,95 ;14;6;4
DEPO0008;DETERGENTE EN POLVO ACE REGULAR 18/500G;S005;Detergente Ropa en P;D;CEDIS;Sandra; $313,76 ; $113,79 ;14;6;8
FRIT0067;PAPAS SABRITAS CREMA Y ESPECIAS 44G;S005;Papas fritas;C;PdC;Santiago; $246,26 ; $350,05 ;14;21;10
FRIT0076;BOTANAS SABRITAS DORITOS PIZZEROLA 62G;S005;Maíz Frito;C;PdC;Santiago; $246,28 ; $350,06 ;14;21;2
FRIT0084;BOTANAS SABRITAS PAKETAXO 170G;S005;Mezclas Frituras;C;PdC;Santiago; $550,91 ; $784,30 ;14;22;2
FRIT0137;PAPAS PRINGLES ORIGINAL 14/124G;S005;Papas fritas;C;CEDIS;Sandra; $609,28 ; $774,06 ;14;19;16
FRIT0143;FRITURA LA ESPECIAL CHURROS 150G;S005;Extruido tipo cheeto;D;PdC;Santiago; $239,82 ; $145,80 ;14;9;7
FRVE0059;MICROBICIDA MICRODYN 12/12/15ML;S005;Insumos Fruta y Verd;D;CEDIS;Sebastián; $307,72 ; $249,20 ;14;17;0
FRVE0150;LECHUGA ITALIANA EVA HIDROPONICA PZ;S005;Verduras;D;PdC;Sebastián; $520,00 ; $560,00 ;14;14;1
HUEV0027;PROTEINA ALBUMINA DE HUEVO VAINILLA 35G;S005;Complementos huevo;D;CEDIS;Alma; $532,00 ; $114,00 ;14;3;25
JATO0033;JABON PALMOLIVE OLIVA ALOE 64/120G;S005;Jabones de tocador e;C;CEDIS;Sandra; $186,65 ; $537,90 ;14;39;33
LADE0006;MATEQUILLA ALPURA SIN SAL 220G;S005;Mantequillas y marga;C;PdC;Santiago; $875,00 ; $1.824,00 ;14;38;31
LADE0052;QUESO OAXACA MACIAS 500G;S005;Quesos;C;PdC;Santiago; $1.274,00 ; $960,00 ;14;12;9
LADE0130;QUESO PROVIDENCIA CHEDDAR 500G;S005;Quesos;D;PdC;Santiago; $1.596,00 ; $1.122,00 ;14;11;2
LEFR0101;LECHE YOMI LALA FRESA UHT 190ML;S005;Saborizada UHT;D;PdC;Alma; $175,00 ; $829,50 ;14;79;24
LIMP0025;LIMPIADOR BREF AZUL 15/1LT;S005;Limpiadores de cocin;D;CEDIS;Sandra; $374,09 ; $616,43 ;14;26;14
LIMP0083;FIBRA SCOTCH BRITE VDE GDE 4/12/1PZ;S005;Jergas, fibras y tel;D;PdC;Santiago; $205,21 ; $179,29 ;14;13;15
LIMP0170;SCOTCH-BRITE FIBRA MET C/JABON 24/4PZ;S005;Jergas, fibras y tel;D;PdC;Santiago; $277,61 ; $-   ;14;0;25
MOLE0037;FECULA MAIZENA NUEZ 6/24/47G;S005;Atoles/Avena;C;CEDIS;Sandra; $161,00 ; $242,00 ;14;22;23
OTBO0012;SALSA COSTA BRAVA 12/1LT;S005;Salsas Botaneras;D;CEDIS;Sandra; $391,16 ; $530,00 ;14;20;5
OTGO0031;DULCE ENCHILADO PELON PELORICO 24/12/30G;S005;Caramelos;D;CEDIS;Sandra; $71,28 ; $60,19 ;14;13;12
PAEM0068;PASTELITO MARINELA SUBMARINO VAINI 105G;S005;Pan en Barra;C;PdC;Santiago; $259,28 ; $211,09 ;14;12;2
PAEM0127;SUPERDOÑA CAJA CON 12 DONAS;S005;Pan Dulce;A;PdC;Santiago; $1.616,69 ; $4.848,33 ;14;44;0
PAHI0022;PAÑUELOS KLEENEX 48/90 PZ;S005;Pañuelos Desechables;C;CEDIS;Sandra; $295,68 ; $425,81 ;14;19;25
PONR0008;GELATINA POLVO DGARI FRES/LECH 50/170G;S005;Gelatinas en Polvo;D;CEDIS;Sandra; $182,00 ; $143,00 ;14;11;36
PONR0052;GELATINA EN POLVO PRONTO LIMON 24/84G;S005;Gelatinas en Polvo;D;CEDIS;Sandra; $196,00 ; $132,00 ;14;12;7
REFR0178;REFRESCO FANTA  LATA 24/355ML;S005;Refrescos de Cola;;NoClas;Santiago; $241,36 ; $-   ;14;0;20
TAAC0012;DULCE LUCAS MUECAS SABOR MANGO 24/10/24G;S005;Pulpas;D;CEDIS;Sandra; $97,17 ; $45,36 ;14;7;18
TORT0003;TORTILLA HARINA TIA ROSA TORTILLINA 22PZ;S005;Tortillas Harina;C;PdC;Santiago; $532,00 ; $910,00 ;14;26;0
YOBA0043;YOGHURT ALPURA FRUTAL CON DURAZNO 125G;S005;Yog Batido Regular;D;PdC;Santiago; $121,50 ; $352,50 ;14;47;3
GASE0035;MAIZ QUEBRADO KG;S005;Otras Semillas;D;CEDIS;Sandra; $139,90 ; $34,06 ;14;4;5,205
GASE0036;MANTENIMIENTO PARA GALLO KG;S005;Otras Semillas;D;CEDIS;Sandra; $153,47 ; $231,10 ;14;19;8,967
FRVE0100;TOMATILLO DE MILPA KG;S005;Verduras;D;CEDIS;Sebastián; $828,23 ; $303,70 ;14;3;9,57
ACCI0002;ENCENDEDOR BIC COLORES 25/15/PZ;S005;Encendedor;C;CEDIS;Sandra; $246,61 ; $388,75 ;13;22;22
ADCO0054;AJO EN POLVO MCCORMICK 12/77G;S005;Especias;C;CEDIS;Sandra; $565,50 ; $738,00 ;13;18;12
ADCO0081;MOLE EN PASTA DOÑA MARÍA 24/235G;S005;Moles y Adobos;C;CEDIS;Sandra; $624,00 ; $810,00 ;13;18;21
ALBE0026;PAPILLA DURAZNO GERBER JR 12/110;S005;Papillas para Bebe;D;CEDIS;Sandra; $234,00 ; $-   ;13;0;12
BEHI0075;CREMA FACIAL PONDS C/B3 SECA 24/50G;S005;Crema Corporal;D;CEDIS;Sandra; $437,06 ; $543,06 ;13;18;9
CAFR0069;SALCHICHA CORONA PAVO 500G;S005;Salchicha;C;PdC;Alma; $1.001,00 ; $-   ;13;0;7
CARN0267;FILETE MEDALLON DE RES 300G;S005;Carne de Res;B;CEDIS;Alma; $1.384,00 ; $-   ;13;0;0
CARN0352;CARNE P/HAMBURGUESA DE CERDO NAT 400G;S005;Carne de Cerdo;B;CEDIS;Alma; $619,50 ; $1.448,40 ;13;32;6
CASE0008;CACAHUATE BARCEL HOT NUTS ORIG 60G;S005;Cacahuate;D;PdC;Santiago; $204,62 ; $120,39 ;13;10;34
CERV0046;CERVEZA VICTORIA CHELADA LATA 24/473ML;S005;Cerveza No retornabl;C;PdC;Santiago; $358,65 ; $651,75 ;13;27;3
CERV0071;CERVEZA CLARA MODELO LATA 355ML 2/12PACK;S005;Cerveza No retornabl;C;PdC;Santiago; $2.533,17 ; $1.510,51 ;13;8;1
CHGO0004;CHOCOLATE HERSHEY´S BITES COOK 6/6/43G;S005;Chocolate Golosina;D;CEDIS;Sandra; $216,70 ; $314,80 ;13;20;14
CHGO0036;CHOCOLATE NUETRESA CREMIN BICOL16/24/18G;S005;Chocolate Golosina;D;CEDIS;Sandra; $36,12 ; $44,47 ;13;16;45
CHGO0039;DULCE DIVALIN FRESA/VAINI 24/18/15G;S005;Chocolate Golosina;D;CEDIS;Sandra; $24,06 ; $11,12 ;13;8;26
CHGO0065;CHOCOLATE MMS CON LECHE 24/6/43.8G;S005;Chocolate Golosina;D;CEDIS;Sandra; $216,69 ; $110,18 ;13;7;10
CHGO0071;CHOCOLATE NESTLE CARLOS V 28/16/18G;S005;Chocolate Golosina;C;CEDIS;Sandra; $84,06 ; $-   ;13;0;29
CIGA0012;CIGARRO MARLBORO GOLD 10/14PZ;S005;Cigarros $ Alto;D;PdC;Santiago; $672,36 ; $482,80 ;13;10;74
CRSP0075;ARROZ VERDE VALLE PREC MEXICANA 16/140G;S005;Arroz Precocido;D;CEDIS;Sandra; $338,00 ; $234,00 ;13;9;9
CUIC0156;SHAMPOO SAVILE CRECIMI/SABILA 12/750ML;S005;Shampoos;D;CEDIS;Sandra; $452,77 ; $504,30 ;13;15;68
DEPO0056;DETERGENTE POLVO FOCA 10/1KG;S005;Detergente Ropa en P;D;CEDIS;Sandra; $495,67 ; $457,75 ;13;13;7
DETR0001;LIMPIADOR AJAX BICOLOR 48/388G;S005;Detergente Trastes e;D;CEDIS;Sandra; $336,18 ; $284,50 ;13;10;6
DETR0018;SUAVIZANTE DOWNY SILVESTRE 9/800ML;S005;Suavizante Especiali;D;CEDIS;Sandra; $364,22 ; $400,86 ;13;15;6
FARM0033;SUPLEMENTO ALIMENT ENSURE VAINI 16/237ML;S005;Suplementos Alimenti;C;CEDIS;Sandra; $616,35 ; $142,24 ;13;3;3
GADU0003;GALLETA CUETARA CHAVALIN CHOCOLA 12/360G;S005;Galleta Dulce Caja;D;CEDIS;Sandra; $644,02 ; $46,30 ;13;1;4
GADU0082;GALLETA GAMESA FLORENTINAS FRESA 83G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $241,62 ; $83,35 ;13;5;22
GADU0257;GALLETA SANTINAS PASTISETA PZ;S005;Galleta Dulce Caja;B;PdC;Santiago; $702,58 ; $407,44 ;13;8;14
GADU0258;GALLETA SANTINAS BOLILLO TP PZ;S005;Galleta Dulce Caja;C;PdC;Santiago; $704,20 ; $1.273,25 ;13;25;1
HACO0030;HARINA PRONTO HOTCAKES TRAD 12/800G;S005;Harina de Hot Cakes;D;CEDIS;Sandra; $513,50 ; $629,00 ;13;17;6
JATO0065;JABON LIQUIDO BLUMEN OCEAN 12/525ML;S005;Jabones Corporales L;D;CEDIS;Sandra; $504,27 ; $362,10 ;13;10;6
LEPC0053;CREMA COFFE NESTLE LIQ.AVE. 12/ 530ML;S005;Sustitutos de Crema;C;CEDIS;Sandra; $552,50 ; $1.000,00 ;13;25;12
LEPC0063;SUST. COFFE MATTE N. LIQ/CARA 12/530ML;S005;Sustitutos de Crema;C;CEDIS;Sandra; $552,50 ; $440,00 ;13;11;6
LIMP0054;CLOROX COLOR 15/930ML;S005;Cloros;D;CEDIS;Sandra; $381,03 ; $217,26 ;13;9;8
LIMP0130;LIMPIADOR PINOL 8/2LT;S005;Limpiadores Multiuso;C;CEDIS;Sandra; $689,26 ; $219,85 ;13;5;10
MMCA0012;MERMELADA COSTEÑA FRESA 12/440G;S005;Mermeladas;D;CEDIS;Sandra; $500,50 ; $360,00 ;13;10;6
MMCA0026;CREMA NUTELLA AVELLANA 12/650G;S005;Otras Mermeladas Unt;C;CEDIS;Sandra; $1.667,12 ; $2.199,96 ;13;18;9
OTBO0009;SALSA HERDEZ TAQUERA 12/453G;S005;Salsas Botaneras;D;CEDIS;Sandra; $429,00 ; $217,00 ;13;7;5
PAEM0041;PAN TOSTADO BIMBO INTEGRAL 250G;S005;Pan Seco;C;PdC;Santiago; $455,00 ; $480,00 ;13;16;21
PANE0063;"BOLLO BLANCO PANOVO 4.5"" 80/1PZ";S005;Pan Seco;N;PdC;Santiago; $110,50 ; $-   ;13;0;3
PONR0003;GELATINA EN POLVO DGARI DURAZNO 50/120G;S005;Gelatinas en Polvo;D;CEDIS;Sandra; $169,00 ; $234,00 ;13;18;10
PONR0010;GELATINA EN POLVO DGARI GROSELLA 50/170G;S005;Gelatinas en Polvo;D;CEDIS;Sandra; $169,00 ; $221,00 ;13;17;15
REFR0042;REFRESCO COCA COLA SIN AZUCAR 24/235 ML;S005;Refrescos de Cola;C;PdC;Santiago; $168,09 ; $509,51 ;13;45;66
TAAC0018;DULCE LUCAS PANZON SABOR  SANDIA 10/38G;S005;Tamarindos y frut de;D;CEDIS;Sandra; $114,38 ; $116,65 ;13;18;18
YOBA0034;YOGHURT LALA FRESA CON CEREAL CHOCO 100G;S005;Yog Bebible Regular;D;PdC;Alma; $221,00 ; $221,00 ;13;17;0
YOBE0037;YOGHURT BEBIBLE YOPLAIT FRESA 330G;S005;Yog Bebible Regular;C;PdC;Alma; $279,50 ; $340,00 ;13;20;7
GASE0030;MAIZ PALOMERO KG;S005;Otras Semillas;D;CEDIS;Sandra; $325,65 ; $-   ;13;0;7,065
FRVE0063;NECTARINA KG;S005;Frutas;D;CEDIS;Sebastián; $1.195,72 ; $153,78 ;12;1;6,135
ADCO0201;PIMIENTA NEGRA GRANULAR PRAGNA 65G;S005;Especias;D;CEDIS;Sandra; $894,00 ; $-   ;12;0;8
ALBE0028;PAPILLA PERA MANGO GERBER JR 12/120G;S005;Papillas para Bebe;D;CEDIS;Sandra; $203,49 ; $-   ;12;0;0
ALEN0151;ACEITUNAS LA COSTEÑA SIN HUESO 12/185G;S005;Frutas Envasadas;D;CEDIS;Sandra; $306,00 ; $120,00 ;12;5;11
ALMA0074;CROQUETAS PARA PERRO BALU ADULTO 5/4KG;S005;Alimento para perro;A;CEDIS;Alma; $1.231,08 ; $-   ;12;0;9
BEAL0030;ENERGETIZANTE MONSTER ENERGY 24/473ML;S005;Energéticos;C;PdC;Santiago; $434,51 ; $692,19 ;12;20;24
CAFR0068;SALCHICHA CORONA FRANKFORT PAVO 500G;S005;Salchicha;C;PdC;Alma; $648,00 ; $-   ;12;0;6
CAFR0109;CARNE P/HAMBURGUESA GOLDEN BULL 8/150G;S005;Carne de Res;C;PdC;Alma; $1.680,00 ; $119,00 ;12;1;13
CARN0275;PATA DE RES 800G;S005;Carne de Res;C;PdC;Alma; $742,00 ; $765,00 ;12;15;14
CASE0001;CACAHUATE BARCEL GOLD NUTS ENCHILADO 60G;S005;Cacahuate;D;PdC;Santiago; $177,28 ; $55,55 ;12;5;13
CERE0019;CEREAL KELLOGG´S ALLBRAN PASAS 21/490G;S005;Cereal saludable;C;CEDIS;Sandra; $1.055,53 ; $596,32 ;12;7;6
CERE0070;AVENA QUAKER AVENA OATS 12/475G;S005;Avena;C;CEDIS;Sandra; $552,00 ; $559,00 ;12;13;13
CERE0097;CEREAL NESTLE LUCKY CHARMS 12/290G;S005;Cereal Infantil;C;CEDIS;Sandra; $1.172,28 ; $-   ;12;0;2
CERV0020;CERVEZA CLARA CORONA LIGHT LATO 24/473ML;S005;Cerveza No retornabl;C;PdC;Santiago; $279,31 ; $1.924,58 ;12;95;43
CERV0035;CERVEZA CLARA  STELLA ARTOIS 24/330ML;S005;Cerveza No retornabl;D;PdC;Santiago; $268,96 ; $165,52 ;12;8;17
CERV0072;CERVEZA CLARA CORONA LATA 355ML 2/12PACK;S005;Cerveza No retornabl;D;PdC;Santiago; $2.058,66 ; $1.543,89 ;12;9;1
CHGO0042;CHOCOLATE FERRERO ROCHER 3Pz 37.5G;S005;Chocolate Golosina;C;PdC;Santiago; $322,20 ; $800,00 ;12;32;38
CHGO0064;CHOCOLATE MMS CACAHUATE 24/44.3G;S005;Chocolate Golosina;D;CEDIS;Sandra; $200,02 ; $125,92 ;12;8;10
CRSP0078;ARROZ VERDE VALLE PREC CONS POLLO 16/140;S005;Pastas para Sopa;D;CEDIS;Sandra; $312,00 ; $-   ;12;0;12
CUBU0030;PASTA DENTAL COLGATE TOTAL 72/150ML;S005;Crema Dental;C;CEDIS;Sandra; $905,16 ; $403,44 ;12;6;37
CUIC0097;SHAMPOO CAPRICE TURMALINA 12/800ML;S005;Shampoos;D;CEDIS;Sandra; $568,92 ; $265,51 ;12;7;7
DEPO0156;DETERGENTE LIQ ARIEL REVITACOLOR 9/800ML;S005;Detergente Ropa Liqu;D;CEDIS;Sandra; $568,92 ; $-   ;12;0;7
FRIT0138;PAPAS PRINGLES ENCHILADA ADOBADA 14/124G;S005;Papas fritas;C;CEDIS;Sandra; $522,24 ; $285,18 ;12;7;15
FRVE0040;LECHUGA MR. LUCKY OREJONA 24/1PZ;S005;Verduras;C;CEDIS;Sebastián; $315,00 ; $507,00 ;12;23;0
FRVE0145;HIERBABUENA MANOJO PZ;S005;Verduras;D;CEDIS;Sebastián; $329,00 ; $245,00 ;12;11;3
GADU0041;GALLETA GAMESA BARRA DE COCO 12/634G;S005;Galleta Dulce Caja;C;CEDIS;Sandra; $783,36 ; $916,65 ;12;15;13
HUEV0019;HUEVO NANY CODORNIZ FRESCO 24PZ;S005;Huevo pre Empacado;C;PdC;Alma; $600,00 ; $550,00 ;12;11;1
JUGU0202;JUGUETE BURBU ESP FUN BUBBLE NIÑO 12/1PZ;S005;Juguetes;N;NoClas;Diana; $496,56 ; $-   ;12;0;41
LADE0082;QUESO LALA QUESOCREMA 190G;S005;Quesos;B;PdC;Alma; $564,00 ; $2.460,00 ;12;60;0
LADE0093;QUESO LYNCOTT COTTAGE 1% GRASA 110G;S005;Quesos;D;PdC;Alma; $246,00 ; $266,00 ;12;14;2
LADE0107;QUESO NAVARRO PARMESANO 85G;S005;Quesos;D;PdC;Santiago; $840,00 ; $806,00 ;12;13;7
LADE0129;QUESO PROVIDENCIA CHEDDAR 250G;S005;Quesos;D;PdC;Santiago; $780,00 ; $696,00 ;12;12;7
LEFR0080;LECHE SEMI DESLACTOSADA LALA PROT.1LT;S005;Blanca pasteurizada;B;PdC;Santiago; $528,00 ; $1.584,00 ;12;44;0
LEFR0081;LECHE LGTH LALA 100-30% 1LT;S005;Blanca pasteurizada;C;PdC;Santiago; $552,00 ; $792,00 ;12;22;0
LEFR0092;LECHE ALPURA CAFE LECHERO 1LT;S005;Saborizada UHT;D;PdC;Santiago; $489,00 ; $245,00 ;12;7;3
LEPC0022;LECHE NIDO KINDER 1+SOBRE 12/144G;S005;Fórmulas Lácteas;D;CEDIS;Sandra; $462,00 ; $180,00 ;12;5;25
LIMP0073;LIMPIADOR FABULOSO FRESCO/AMA 12/1LT;S005;Limpiadores de pisos;C;CEDIS;Sandra; $325,92 ; $93,12 ;12;4;26
MMCA0023;MIEL KARO MAPLE 12/500ML;S005;Miel;C;CEDIS;Sandra; $766,68 ; $481,52 ;12;8;5
MOLE0028;CHOCOLATE HERSHEYS JARABE 24/453ML;S005;Chocolate Líquido;C;CEDIS;Sandra; $744,00 ; $580,00 ;12;10;15
OTBO0006;CECINA LA ESPECIAL ASADA 35G;S005;Botanas Mariscos y C;C;PdC;Santiago; $570,00 ; $445,00 ;12;10;4
OTBO0011;SALSA COSTA BRAVA 12/1.5LT;S005;Salsas Botaneras;D;CEDIS;Sandra; $438,00 ; $310,50 ;12;9;11
OTBO0054;CHILE PASILLA TAJIN SECO 20/75G;S005;Chiles Secos;D;CEDIS;Sandra; $468,00 ; $165,00 ;12;5;3
OTBO0073;BOTANA LA ESPECIAL CHIPS DE JICAMA 40G;S005;Papas fritas;B;PdC;Santiago; $372,00 ; $742,50 ;12;27;16
OTBO0086;PALOMITAS POPITZ CARAMELO 160G;S005;Palomitas;N;PdC;Santiago; $455,53 ; $1.299,96 ;12;36;25
OTGO0100;DULCE INSPIREKA SONRICS KONSTRU-Y 4/59G;S005;Caramelos;C;NoClas;Santiago; $355,56 ; $-   ;12;0;10
PAEM0008;PAN DULCE BIMBO BIMBUÑUELO C/AZUCAR 99G;S005;Pan Seco;C;PdC;Santiago; $233,29 ; $203,72 ;12;11;2
PAEM0087;DORADITAS TIA ROSA EN TIRAS DE 110G;S005;Pan Seco;C;PdC;Santiago; $166,26 ; $333,36 ;12;24;17
PAEM0206;PAN HAM. BIMBO BIMBOLLO BRIOCH 465G;S005;Bollería;N;PdC;Santiago; $768,00 ; $1.449,00 ;12;23;1
PAEM0220;PANQUE TIA ROSA CASERO 235G;S005;Pan en Barra;N;NoClas;Santiago; $355,56 ; $-   ;12;0;4
PONR0020;GELATINA POLVO DGARI NUEZ/LECH 50/120G;S005;Gelatinas en Polvo;D;CEDIS;Sandra; $156,00 ; $169,00 ;12;13;31
PORE0022;GELATINA LALA YOMI SABORES 100 G;S005;Gelatina;D;PdC;Santiago; $96,00 ; $540,00 ;12;72;9
VIME0035;BEBIDA ALCOHOLICA SKY BLUE CITR 24/275ML;S005;Complementos cocktai;C;CEDIS;Sandra; $286,20 ; $190,92 ;12;8;18
YOBA0003;YOGHURT ALPURA FRESA 900G;S005;Yog Batido Regular;D;PdC;Santiago; $583,50 ; $860,00 ;12;20;8
YOBA0023;YOGHURT YOPLAIT PLACER SABOR GALLETA 150;S005;Yog Batido Regular;D;PdC;Alma; $204,00 ; $464,00 ;12;32;7
YOBE0092;YOGHURT BEBIBLE YOPLAIT FRESA NAT. 470G;S005;Yog Bebible Regular;C;PdC;Alma; $336,00 ; $391,00 ;12;17;12
CARN0192;ARRACHERA ESPECIAL DE CERDO KG;S005;Carne de Cerdo;B;CEDIS;Alma; $1.963,53 ; $2.423,94 ;12;13;10,795
CARN0197;ARRACHERA TEX MEX MARINADA DE RES KG;S005;Carne de Res;A;CEDIS;Alma; $4.965,75 ; $3.910,05 ;11;9;15,345
ACCO0039;MANTECA VEGETAL CRISTAL 12/1KG;S005;Manteca;D;CEDIS;Sandra; $561,00 ; $-   ;11;0;5
ADCO0011;SALSA CATSUP DEL MONTE 24/320G;S005;Cátsup;D;CEDIS;Sandra; $192,50 ; $49,50 ;11;3;5
ADCO0039;CRUTONES FRESH GOURMET RANCH 12/142G;S005;Especias;D;PdC;Santiago; $509,30 ; $261,12 ;11;6;12
ADCO0079;MOSTAZA MCCORMICK 12/430G;S005;Mostazas;D;CEDIS;Sandra; $363,00 ; $403,00 ;11;13;7
ADCO0102;SALSA HABANERO LOL-TUN VERDE 24/150G;S005;Salsa para condiment;D;CEDIS;Sandra; $247,50 ; $189,00 ;11;9;6
ALBE0027;PAPILLA FRUTAS MIXTAS GERBER JR 12/95G;S005;Papillas para Bebe;D;CEDIS;Sandra; $143,00 ; $264,00 ;11;22;13
ALBE0056;CEREAL NESTLE NESTUM TGO/MZ/PLAT 12/270G;S005;Cereales para Bebe;D;CEDIS;Sandra; $654,50 ; $56,00 ;11;1;11
ALEN0070;CHILE JALAPEÑO LA COSTEÑA RAJAS 12/820G;S005;Chiles Envasados;C;CEDIS;Sandra; $456,50 ; $663,00 ;11;17;9
BEAL0029;BEBIDA GATORADE UVA 6/500ML;S005;Isotónicos;D;PdC;Santiago; $220,00 ; $60,00 ;11;3;6
CARN0284;PANZA DE RES 800G;S005;Carne de Res;B;CEDIS;Alma; $1.089,00 ; $1.482,00 ;11;19;1
CARN0299;LENGUA DE RES 800G;S005;Carne de Res;B;CEDIS;Alma; $4.059,00 ; $1.768,00 ;11;7;3
CATE0030;TE MC VERDE 24/25PZ;S005;Te;D;CEDIS;Sandra; $385,00 ; $164,00 ;11;5;8
CERE0059;AVENA QUAKER 3 MINUTOS BOTE 36/400G;S005;Avena;C;CEDIS;Sandra; $445,50 ; $296,00 ;11;8;5
CERE0082;CEREAL NESTLE NESQUICK 16/620G;S005;Cereal Infantil;C;CEDIS;Sandra; $779,13 ; $1.749,91 ;11;30;5
CHGO0003;CHOCOLATE CARLOS V AMARGO CERO 8/10/17G;S005;Chocolate Golosina;D;CEDIS;Sandra; $101,86 ; $70,38 ;11;8;9
CRSP0012;CREMA CAMPBELLS DE CHAMPIÑONES 24/300G;S005;Cremas para Sopa;D;CEDIS;Sandra; $352,00 ; $270,00 ;11;9;9
CRSP0080;TALLARINES LA MODERNA CON QUESO 18/200G;S005;Sopas Preparadas;D;CEDIS;Sandra; $330,00 ; $308,00 ;11;11;8
DEPO0067;DETERGENTE POLVO PERSIL UNIVER 20/900G;S005;Detergente Ropa en P;D;CEDIS;Sandra; $327,14 ; $125,00 ;11;4;7
DEPO0160;DETERGENTE POLVO SALVO MULTIUSOS 10/900G;S005;Detergente Trastes e;C;CEDIS;Sandra; $388,74 ; $268,94 ;11;8;8
FFAL0188;SALSA DEL HOGAR VERDE ASADA 240G;S005;Procesados Proveedor;N;NoClas;Santiago; $220,00 ; $-   ;11;0;17
FFAL0190;SALSA DEL HOGAR CHILE ARBOL 240G;S005;Procesados Proveedor;N;NoClas;Santiago; $220,00 ; $-   ;11;0;15
FRIT0017;BOTANA BARCEL TAKIS HUAKAMOLE 65G;S005;Maíz Frito;D;PdC;Santiago; $193,49 ; $118,48 ;11;8;29
FRIT0045;BOTANA EXCEL CHESSITOS QUESO 200G;S005;Papas fritas;D;PdC;Santiago; $378,57 ; $231,50 ;11;10;6
FRIT0055;BOTANAS CHEETOS SABRITAS COLMILLOS 27G;S005;Extruido tipo cheeto;D;PdC;Santiago; $173,14 ; $111,12 ;11;8;9
FRIT0088;PALOMITAS SABRITAS QUESO 29G;S005;Palomitas;D;PdC;Santiago; $173,14 ; $-   ;11;0;5
FRIT0121;PAPAS BARCEL CHIPS SAL DE MAR 62G;S005;Papas fritas;D;PdC;Santiago; $193,49 ; $116,68 ;11;7;7
GADU0088;GALLETA GAMESA MARAVILLAS 10/600G;S005;Galleta Dulce Caja;D;CEDIS;Sandra; $723,14 ; $131,48 ;11;2;7
HUEV0028;PROTEINA ALBUMINA DE HUEVO CHOCOLATE 35G;S005;Complementos huevo;D;CEDIS;Alma; $418,00 ; $342,00 ;11;9;36
JUGU0184;JUGUETE MARVEL SPIDERMAN CAP ACTI/COL PZ;S005;Juguetes;N;PdC;Diana; $388,74 ; $-   ;11;0;26
LEFR0017;LECHE ALPURA VAINILLA UHT 1LT;S005;Saborizada UHT;D;PdC;Santiago; $399,50 ; $315,00 ;11;10;3
LIMP0188;LIMPIADOR POETT MUS/PRIMAVERA 8/1.8LT;S005;Limpiadores Multiuso;D;CEDIS;Sandra; $341,33 ; $193,13 ;11;7;12
LIMP0190;LIMPIADOR POETT ALEGRA TU DIA 8/1.8LT;S005;Limpiadores Multiuso;D;CEDIS;Sandra; $327,14 ; $454,26 ;11;17;5
OTBO0005;CECINA LA ESPECIAL ASADA 15G;S005;Botanas Mariscos y C;D;PdC;Santiago; $253,00 ; $-   ;11;0;7
OTBO0057;CARNE SECA EL MONTE ORIGNAL 30/50G;S005;Botanas Mariscos y C;C;CEDIS;Sandra; $924,00 ; $474,00 ;11;6;9
OTBO0074;BOTANA LA ESPECIAL CHIPS DE CAMOTE 40G;S005;Papas fritas;C;PdC;Santiago; $324,50 ; $440,00 ;11;16;11
OTGO0140;DULCE RICOLINO PANDITAS 52.5G;S005;Gomitas;D;PdC;Santiago; $183,37 ; $267,58 ;11;17;14
OTGO0160;DULCE RICOLINO PANDITAS P/ENCHILADOS 60G;S005;Gomitas;D;PdC;Santiago; $183,36 ; $314,80 ;11;20;10
PAEM0045;PAN DULCE BIMBO PANQUECITOS 140G;S005;Pan en Barra;D;PdC;Santiago; $213,84 ; $174,96 ;11;9;4
PAEM0146;PASTELITO MARINELA MINI CHOCO ROLL 28G;S005;Pan Seco;D;PdC;Santiago; $81,50 ; $25,92 ;11;4;5
PAHI0036;PAPEL HIGI KLEENE COT BEA 180 3/18PZ;S005;Papel Higiénico $ Al;C;CEDIS;Sandra; $1.754,73 ; $1.422,40 ;11;10;8
